Name;Nennform;Dat. (Text);Datierung;Geo. Bez.;Beruf / Tätigkeit;Typ;Biographie;GND Link;Quelle EM;ID EM
Museo Antropologico Florenz;Museo Antropologico Florenz;1892;Datum erste Erwähnung: 1892, zum Erwerbungsvorgang;"Italien; Standort: Florenz (Toscana / Italien)";;Körperschaft;;;"Ergänzung aus Günther Hartmann in: ZfE, Bd. 100, Verl. Albert Limbach Braunschweig 1975, S. 312
DS bearb. A.Beyer";90579
Museo de la Plata;Museo de la Plata;1904;Datum erste Erwähnung: 1904, Erwerbungsvorgang;"Argentinien; Standort: Buenos Aires";;Körperschaft;;https://reconcile.gnd.network/gnd/118946-3;Nachweis aus der Objektdokumentation (KK), DS bearb. B. Gliesmann;385117
Museo Historico, Santiago de Chile;Museo Historico, Santiago de Chile;1931;Datum erste Erwähnung: 1931, Erwerbungsvorgang;"Chile; Standort: Santiago de Chile";Veräußerer;Körperschaft;;;Nachweis aus dem Inventar V, DS bearb. B. Gliesmann;417
Museo Nacional de Mexico;Museo Nacional de Mexico;1893;Datum erste Erwähnung: 1893, Erwerbungsvorgang;Standort: Mexiko;Veräußerer;Körperschaft;;;Nachweis aus dem Inventar I, DS bearb. B. Gliesmann;418
Museo Nacional de Mondevideo;Museo Nacional de Mondevideo;1900;Datum erste Erwähnung: 1900, Tauschvorgang;"Uruguay; Standort: Mondevideo";;Körperschaft;;;bearb., B. Gliesmann;305310
Museu Nacional Rio de Janeiro;Museu Nacional Rio de Janeiro;"1888; 1970";"Datum erste Erwähnung: 1888, Erwerbungsvorgang; Datum letzte Erwähnung: 1970, Erwerbungsvorgang";"Standort: Rio de Janeiro; Standort: Brasilien; Sammelgebiet: Zentral-Brasilien";Veräußerer;Körperschaft;"Kurzbiographie: Museu Real no Rio de Janeiro (1818)-> Museu Nacional (1821?)
Sammlungsbereiche u.a. 
Etnologia Regional Brasileira
Arqueologia Pré-Colombiana
Arqueologia Brasileira
Etnologia Africana";https://reconcile.gnd.network/gnd/1006882-X;"Nachweis aus dem Inventar V, DS bearb. B. Gliesmann

Ergänzung aus Günther Hartmann in: ZfE, Bd. 100, Verl. Albert Limbach Braunschweig 1975, S. 316/321

http://acd.ufrj.br/~museuhp/home.htm

DS bearb. A. Beyer";1984
Museum Basel;Museum Basel;"1881; 1909";"Datum erste Erwähnung: 1881, Erwerbungsvorgang; Datum letzte Erwähnung: 1909, Erwerbungsvorgang";Standort: Basel (Schweiz);;Körperschaft;;https://reconcile.gnd.network/gnd/67524-6;Inhalt aus Inventar III/III Kopie, bearb. E. Maluche, DS bearb. B. Gliesmann;419
Museum Batavia;Museum Batavia;"um 1880; 1974";"Datum erste Erwähnung: um 1880; Eröffnungsdatum: 1974";Standort: Batavia (heute: Jakarta) (auf Java, Indonesien);;Körperschaft;;;DS bearb. B. Gliesmann (Eröffnungsdatum aus dem Wikipedia-Artikel: https://de.wikipedia.org/wiki/Museum_Sejarah_Jakarta, Stand 19. Mai 2022 (dort mehrere hist. Ansichten);846
Museum des Kunstgewerbe-Vereins Pforzheim;Museum des Kunstgewerbe-Vereins Pforzheim;1912;Datum erste Erwähnung: 1912, Abgabevorgang;Standort: Pforzheim;;Körperschaft;;;Nachweis aus dem Inventar I, DS bearb. B. Gliesmann;408381
Museum für Deutsche Volkskunde, Berlin;Museum für Deutsche Volkskunde, Berlin;"1997; 1999";"Datum erste Erwähnung: 1997, Erwerbungsvorgang; Datum letzte Erwähnung: 1999, Erwerbungsvorgang";"Standort: Berlin; Sammelgebiet: Mongolei";;Körperschaft;;https://reconcile.gnd.network/gnd/2019243-5;Nachweis aus dem Inventar I A, DS bearb. B. Gliesmann;1469
Museum für Länder- und Völkerkunde, Stuttgart;Museum für Länder- und Völkerkunde, Stuttgart;1951;Datum erste Erwähnung: 1951, Vorgang;Aufenthaltsort: Stuttgart;;Körperschaft;;https://reconcile.gnd.network/gnd/1048946-0;"Für die erste Erfassung der Körperschaft
Nachweis über Kartei für 01.01.1949 bis 31.12.1959, DS angel. R. Lau";395671
Museum für Meereskunde;Museum für Meereskunde;"1956; 1905";"Datum letzte Erwähnung: 1956, Vorgang; Datum erste Erwähnung: 1905, Erwerbungsvorgang";Standort: Berlin;Veräußerer Inst.;Körperschaft;;;"Nachweis aus dem Inventar I, DS bearb. B. Gliesmann

Für die erste Erfassung der Körperschaft
Nachweis über Kartei für 01.01.1949 bis 31.12.1959, DS angel. R. Lau, DS bearb. B. Gliesmann";395674
Museum für Naturkunde Berlin;Museum für Naturkunde Berlin;"1888; 1909";"Datum erste Erwähnung: 1888, Vorgang; Datum letzte Erwähnung: 1909, Vorgang";Standort: Berlin;;Körperschaft;"Kurzbiographie: Hervorgegangen ist das Museum für Naturkunde aus drei Museen, die 1810 gleichzeitig mit der Gründung der Berliner Universität Unter den Linden eingerichtet wurden: das Anatomisch-Zootomische, das Mineralogische (ab 1814) und das Zoologische Museum. Den Grundstock der zoologischen Sammlungen bildeten wertvolle Korallen, Kollektionen von Krebsen, brasilianische Vögel des Grafen Johann Centurius von Hoffmannsegg sowie Vögel des Sibirienreisenden Peter Simon Pallas. 1818 kam die erste große Insektensammlung dazu. Das Mineralogische Museum war Nachfolger des Königlichen Mineralienkabinetts und zählte neben den Mineralen auch paläontologische Objekte des Freiherrn von Schlotheim, Leopold von Buchs und Alexander von Humboldts zu seinen Beständen. Dagegen betrieb das Anatomisch-Zootomische Museum in erster Linie Forschungsarbeit und erlangte durch die Mediziner und Zoologen K. A. Rudolphi und Johannes Müller Weltruhm. Von Beginn an waren die Sammlungen auch der Öffentlichkeit zugänglich. Unter den Museumsbesuchern befanden sich viele berühmte Naturforscher darunter Adelbert von Chamisso, Ernst Haeckel und Rudolf Virchow.
Um 1880 füllten die Objekte der Sammlungen zwei Drittel des Hauptgebäudes der Universität. Schon 1875 schätze man den Bestand des Zoologischen Museums auf 600 000 Objekte. Dieses Ausmaß behinderte sowohl die wissenschaftliche Arbeit als auch die Besucher. Deshalb entschloss man sich wenig später zum Bau eines neuen Museums. Den gewaltigsten Zuwachs erfuhren die Museumsbestände jedoch in den Jahren 1875 bis 1910. Große Expeditionen, Schenkungen und Ankäufe vergrößerten den Grundstock immens. Zu den bedeutenden Forschungsreisen jener Zeit zählte die u.a. die ""Gazelle""-Expedition. Heute umfassen die Sammlungen mehr als 25 Millionen Objekte und zählen damit zu den größten der Welt.";http://d-nb.info/gnd/37657-7https://reconcile.gnd.network/gnd/37657-7;"http://www.naturkundemuseum-berlin.de/home.asp
(20.2.2017: Information zur Geschichte nicht mehr verfügbar)

DS bearb. B. Gliesmann";109224
Museum für Naturkunde Berlin, Zoologische Sammlung;Zoologische Sammlung des Museums für Naturkunde Berlin;"1888; 1883";"Datum erste Erwähnung: 1888, Aktenvorgang; Existenzdaten: 1883, Neubau Museum für Naturkunde";Standort: Berlin;;Körperschaft;Kurzbiographie: Johann Karl Wilhelm Illiger, 1804 bis 1809 in Berlin bei Hoffmannsegg in der Sammlung tätig, erhielt den Ruf als Direktor des Zoologischen Museums und Professor für Zoologie. Nach dreijährigem Aufbau des Zoologischen Museums erlag Illiger jedoch am 10. Mai 1813 einem langjährigen Lungenleiden. Martin Hinrich Carl Lichtenstein, der seit 1810 die zoologischen Vorlesungen gehalten hatte, übernahm die Leitung des Zoologischen Museums. Friedrich Klug seit 1818 Mitdirektor des Zoologischen Museums und Kustos der entomologischen Sammlungen. Nach Lichtensteins Tod 1857 übernahm Wilhelm Peters das Direktorat des Zoologischen Museums. Er setzte sich für den Bau eines neuen Museumsgebäudes ein, vor dessen Fertigstellung er jedoch im Jahre 1883 starb. Inzwischen wurde das Zoologische Institut an der Universität gegründet, und das Zoologische Museum mußte einen Teil seiner Bestände und seines Bücheretats an dieses abgeben. Unter Direktor Karl August Moebius 1887 waren umfangreiche Erweiterungen der Sammlungs- und Bibliotheksbestände in den neuen Räumen des  Museums für Naturkunde in der Invalidenstraße möglich. 1.6 1898 erschien der erste Jahrgang der Mitteilungen aus dem Zoologischen Museum.;https://reconcile.gnd.network/gnd/37658-9;"Quelle: Handbuch der historischen Buchbestände in Deutschland. Digitalisiert von Günter Kükenshöner. 
Hrsg. von Bernhard Fabian. Hildesheim: Olms Neue Medien 2003. unter:http://www.b2i.de/fabian?Zoologisches_Museum_(Humboldt)

bearb. B. Gliesmann";109226
Museum für Ostasiatische Kunst, Kiel;Museum für Ostasiatische Kunst, Kiel;1906;Datum erste Erwähnung: 1906, Vorgang;Standort: Kiel;;Körperschaft;;;Nachweis aus dem Bürojournal zum Vorgang, E 552/1906 (IB 035 a Asien, Vol. 2), DS bearb. B. Gliesmann;409427
Museum für Völkerkunde Berlin;Museum für Völkerkunde Berlin;1919 - 1999;Existenzdaten: 1919 - 1999, Namensführung;Standort: Berlin;;Körperschaft;;https://reconcile.gnd.network/gnd/5033563-7;DS bearb. B. Gliesmann;373117
Museum für Völkerkunde Dresden;Museum für Völkerkunde Dresden;seit 1920;Existenzdaten: seit 1920, nach Umbenennung;Standort: Dresden;;Körperschaft;;https://reconcile.gnd.network/gnd/10075146-5;DS bearb. B. Gliesmann;109809
Museum für Völkerkunde Hamburg;Museum für Völkerkunde Hamburg;29.4.1879;Gründungsdatum: 29.4.1879;Standort: Hamburg;;Körperschaft;"Kurzbiographie: Die Usprünge des Museums für Völkerkunde Hamburg liegen 1849 in einer kleinen ethnographischen Sammlung der Stadtbibliothek. Diese Sammlung wurde später durch den Naturhistorischen Verein betreut, der 1867 auch den Museumsführer ""Die Ethnographische oder Sammlung für Völkerkunde im Anschluss an das Naturhistorische Museum in Hamburg"". Die Verwaltung der Sammlung wurde Adolph Oberdörfer und Ferdinand Worlée anvertraut. Diese Sammlung beinhaltete 1868/69 bereits 645 Objekte. 
1871 folgte die Umbenennung in ""Culturhistorisches Museum"" sowie der Umzug in das Johanneum gemeinsam mit dem Naturhistorischen Museum. Am 29. April 1879 schließlich wurde ein Regulativ veröffentlicht, mit dem die förmliche Gründung des Museums für Völkerkunde Hamburg vollzogen wurde. Vorerst leitete der Kaufmann Carl W. Lüders das Museum der das Amt, bzw. die Position eines Vorstehers von 1879 bis 1896 innehatte. Am 1. Oktober 1904 übernahm Georg Thilenius als hauptamtlicher Direktor die Verwaltung des ""Museums für Völkerkunde Hamburg"", bis dahin leitete Direktorialassistent Karl Hagen kommissarisch die Geschäfte. Dieser stellt 1905 ein Bauprogramm für ein neues Museum auf. Er reist mit dem Baumeister Alfred Erbe zu zahlreichen wichtigen Museen Deutschlands und Nordeuropa. Museumsneubau 1908-1912 an der Rothenbaumchausee. 1912 ist die erste Hälfte des Baus vollendet. Die Einrichtung der Schausammlungen beginnt 1914. Zwischen 1904-1915 Vergrößerung des Bestandes von 20.000 auf 104.000 Gegenstände sowie personelle Aufstockung. Erwerb zahlreicher, gut dokumentierter Sammlungen: z.B. Frobenius (11 tsd.), Konietzko, Arthur Byhan, Benedikt Baráthos. Teilfinanzierung der Afrika-Expedition des Herzogs von Mecklenburg. Georg Thilenius Initiative zur Hamburger Südsee-Expedition. Bis zum Ausscheiden des Direktors Thilenius 1935, Bestand von ca. 175 tsd. Objekten. Nachfolger wird Franz Termer (Direktor 1935-1962).";https://reconcile.gnd.network/gnd/6078405-2;"Auszug: Hamburgs Tor zur Welt, 125 Jahre Museum für Völkerkunde Hamburg, Wulf Köpke, Bernd Schmelz (Hg.), 2004, S. 40-46

http://www.voelkerkundemuseum.com/web/mhfr.htm, 13.3.2006; sowie http://www.strassen-von-hamburg.de, 17.4.2008 (Hinweis Quelle wikipedia: ""Museum für Völkerkunde Hamburg"") u.a. zur Vorgeschichte des Museum/der Sammlung

DS bearb. B. Gliesmann";421
Museum für Völkerkunde Lübeck;Museum für Völkerkunde Lübeck;"1904; 1937";"Datum erste Erwähnung: 1904, Korrespondenz, Mitarbeiter; Datum letzte Erwähnung: 1937, Abgabevorgang";Standort: Lübeck;;Körperschaft;"Kurzbiographie: Die Sammeltätigkeit materieller Kulturgüter fremder Völker läßt sich in Lübeck bis in das 17. Jahrhundert zurückverfolgen.
1864 entsteht aus dem einstigen Kunst- und Naturalienkabinett die ""Kulturhistorische Sammlung""

1893 eröffnet das Museum für Völkerkunde im neuerrichteten Museum am Dom. Der Lübecker Arzt Dr. Richard Karutz verschafft dem Museum eine weit über die Grenzen der Stadt reichende Anerkennung.

Auf Karutz' Initiative geht auch die Lübecker-Pangwe-Expedition* unter Günther Tessmann (1907-1909) zurück. * (Fang)

Die Haupterwerbszeit liegt zwischen 1895 und 1914. Der Kernbestand kam vorwiegend durch Schenkungen, ein Teil auch durch Nachlässe Lübecker Bürger in die Museumssammlung. Günter Tessmann 1907-1909 Fang-Sammlung (heute noch 150 Objekte) sowie 86 Objekte der Berliner Sepik-Expedition 1912/13.

Zerstörungen des II. Weltkriegs und der anschließenden Auslagerung der Bestände";https://reconcile.gnd.network/gnd/122695-2;"Nachweis aus dem Inventar III/III Kopie

zur Geschichte:
www.vkhl.de, DS bearb. B. Gliesmann";3178
Museum für Völkerkunde München;Museum für Völkerkunde München;"1936; 1935";"Datum letzte Erwähnung: 1936, Erwerbungsvorgang und Abgabevorgang; Datum erste Erwähnung: 1935, Tausch";Standort: München;Veräußerer Inst.;Körperschaft;"Kurzbiographie: 1925/26 siedelte die Sammlung, die seit 1918/1919 die offizielle Bezeichnung „Museum für Völkerkunde“ trägt, in das jetzige, ursprünglich für das Bayerische Nationalmuseum errichtete Gebäude an der Maximilianstraße um. Seit 1956 ""Staatliches Museum für Völkerkunde München"".";https://reconcile.gnd.network/gnd/1115679333;"Nachweis aus dem Inventar III/III Kopie, DS bearb. E.Maluche

Angaben zur Institution unter http://de.wikipedia.org/wiki/Arch%C3%A4ologische_Staatssammlung
+ Dr. Wolfgang Stein (MV München), Mail 22.8.2007 bezügl. Namensänderung
DS bearb. B. Gliesmann

Ergänzung aus Günther Hartmann in: ZfE, Bd. 100, Verl. Albert Limbach Braunschweig 1975, S. 312, DS bearb. A.Beyer";90580
Museum für Völkerkunde Stuttgart;Museum für Völkerkunde Stuttgart;1896;Datum erste Erwähnung: 1896;Standort: Stuttgart;;Körperschaft;Kurzbiographie: Die erste Dauerausstellung wird 1889 in der Gewerbehalle eröffnet. Neben archäologischen Funden, botanischen und zoologischen Präparaten, enthält die Ausstellung auch ethnographische Stücke.;https://reconcile.gnd.network/gnd/1048946-0;DS bearb. B. Gliesmann;109256
Museum für Völkerkunde Swinemünde;Museum für Völkerkunde Swinemünde;"1911; 1940";"Datum erste Erwähnung: 1911, Abgabevorgang; Datum letzte Erwähnung: 1940, Abgabevorgang";Standort: Swinemünde;;Körperschaft;;;Nachweis aus den Vorgängen E 1163/1911 und E 289/1940, DS bearb. B. Gliesmann;301666
Museum für Völkerkunde Wien;Museum für Völkerkunde Wien;25.5.1928;Gründungsdatum: 25.5.1928;Standort: Wien (Österreich);;Körperschaft;"Kurzbiographie: Die Ursprünge des Museums für Völkerkunde Wien reichen zurück ins Jahr 1806.Mit dem Erwerb eines Teils der Cookschen Sammlungen wurde eine eigene „k.k. Ethnographische Sammlung im kaiserlichen Hofnaturalienkabinett eingerichtet; seit 1876 in der Anthropologisch-Ethnographischen Abteilung des Naturhistorischen Museums verwaltet. 1928 erfolgte schließlich die Gründung eines eigenen Museums für Völkerkunde im Corps de Logis der Neuen Burg. Die Loslösung der ethnographischen Sammlungen aus dem Naturhistorischen Museum, das 1889 eröffnet wurde, war 1928 endgültig vollzogen.";https://reconcile.gnd.network/gnd/2019316-6;"Nachweis aus den verschied. Vorgängen, DS bearb. B. Gliesmann

homepage zur Geschichte:
http://www.wien-konkret.at/kultur/museum/weltmuseum/, Zugriff 15.6.2017";122401
Museum für Völkerkunde zu Leipzig;Museum für Völkerkunde zu Leipzig;1869;Gründungsdatum: 1869;Standort: Leipzig;;Körperschaft;"Kurzbiographie: 1869 ""Aufruf zu Beiträgen für die Erwerbung der culturhistorischen Sammlung des verstorbenen Hofraths Dr. Klemm zur Begründung eines allgemeinen anthropologischen Museums"" in der Leipziger Zeitung - Gründungsurkunde des Museums. Im folgenden Jahr erwerb der Sammlung Klemm. 
Verein ""Museum für Völkerkunde"" leitet das Museum von 1873-1903. 
1884, Hermann Obst, Initiator des Aufrufs von 1869, wird erster Direktor des Museums.  

1892-1895, Errichtung des alten Grassimuseums am Königsplatz. 

1901 Karl Weule wird stellv. Direktor des Museums und erhält gleichzeitig eine außerordentliche Professur für Völkerkunde und Urgeschichte an der Universität Leipzig.

1904 Verwaltung des Museums wird von der Stadt Leipzig übernommen.

1907  Karl Weule wird zum Direktor des Museums berufen  

1925 - 1929 das ""neue"" Grassimuseum am Johannisplatz, dem Domizil des alten Völkerkundemuseums 1873. 

Prof. Fritz Krause Direktor 1927-1945. Das Museumsgebäude wird 1943 weitestgehend zerstört, die Orient-Sammlungen des Museums erlitten durch die Bombardierung große Verluste. Insgesamt verlor das Museum ein Fünftel der Sammlung (ca. 30.000 Objekte). 

Nach dem Zweiten Weltkrieg langjähriger Direktor des Museums, Dr. Wolfgang König, folgend Lothar Stein (1980). Seit 2001 Direktor Claus Deimel. Januar 2001 bis Juni 2005 Sanierung der Räumlichkeiten.";https://reconcile.gnd.network/gnd/1007755-8;"Nachweis aus dem Inventar III / III Kopie, DS erg. E. Maluche 

zur Geschichte unter http://www.mvl-grassimuseum.de/, Zugriff 22.11.2007,
DS bearb. B. Gliesmann";422
Museum in Christiania;Museum in Christiania;1901;Datum erste Erwähnung: 1901, Erwerbungsvorgang;"historische Bezeichnung: Christiania; heutige Bezeichnung: Oslo";Veräußerer;Körperschaft;;;Nachweis aus dem Inventar I, DS bearb. B. Gliesmann, A. Beyer;1986
Museum in Osnabrück;Museum in Osnabrück;1894;Datum erste Erwähnung: 1894, Aktenvorgang;Standort: Osnabrück;;Körperschaft;;https://reconcile.gnd.network/gnd/1310779872;Nachweis aus dem Bürojournal zum Vorgang, E 1247/1894 (I B Meissner), DS bearb. B. Gliesmann;113407
Muséum National d'Histoire Naturelle, Paris;Muséum National d'Histoire Naturelle, Paris;10.6.1793;Gründungsdatum: 10.6.1793;Standort: ParisParis (Frankreich);;Körperschaft;Kurzbiographie: Zur Zeit seiner Gründung in den Pionierjahren der Biologie, war das Museum für lange Zeit die wichtigste Naturforschungs- und Bildungseinrichtung der Welt, deren Lehrstühle von den bedeutendsten Biologen und Naturwissenschaftlern besetzt waren.;;"http://www.mnhn.fr

http://de.wikipedia.org/wiki/Mus%C3%A9um_national_d%E2%80%99histoire_naturelle

DS bearb. B. Gliesmann";6874
Museum Nienburg;Museum Nienburg;1913;Datum erste Erwähnung: 1913, Erwerbungsvorgang;Standort: Nienburg;Veräußerer;Körperschaft;;https://reconcile.gnd.network/gnd/2104928-2;Nachweis aus dem Inventar I A, DS bearbeitet von B. Weiss;404495
Museums-Verein Lüneburg;Museums-Verein Lüneburg;1892;Datum erste Erwähnung: 1892, Erwerbungsvorgang;Sitz: Lüneburg;;Sozietät;;;Nachweis aus dem Inventar I, DS bearb. B. Gliesmann;408354
Mützel, Gustav;Gustav Mützel;"7.12.1839 - 29.10.1893; 1889";"Lebensdaten: 7.12.1839 - 29.10.1893; Datum erste Erwähnung: 1889, Erwerbungsvorgang";"Geburtsort: Berlin; Sterbeort: Berlin; Tätigkeitsort: Königsberg (Neumark) [...]";Tiermaler, Zeichner;Person;"Kurzbiographie: Sohn von Heinrich Mützel und Luise Pauline Friedrichs, Schüler des Französischen Gymnasiums in Berlin. Ab 1857 Ausbildung an der Kunstakademie in Berlin. Verheiratet seit 01.11.1865 mit Anna Schönherr aus Berlin. 1865-1870 Fotograf in Königsberg/Neumark. Zog 1870 mit der Familie nach Berlin. Trat 1874 der deutschen Ornithographischen Gesellschaft bei. Mitglied der deutschen Gesellschaft für Anthropologie, Ethnologie und Urgeschichte und im Verein Berliner Künstler.
Verstirbt mit 54 an Herz- und Nierenveragen in seiner Wohnung Berlin SW, Hagelsberger Str. 10.
Ruhestätte auf dem Friedhof in Berlin-Mariendorf.";http://d-nb.info/gnd/117179612;"Nachweis aus dem Inventar I, DS bearb. B. Gliesmann
Nachweis aus der Objektdokumentation (Fotobeschriftung, HK zu VIII B), DS bearb. B. Gliesmann

GND-Nachweis über Katalog der Deutschen Nationalbibliothek (DNB): keine weiteren ergänz. Angaben, keine Werke/Lit. Bezüge

zur Biografie: 

s.a. http://www.wolfgang-muetzel.de

http://de.wikipedia.org/wiki/Gustav_M%C3%BCtzel, Stand 14. Mai 2017 (mit Porttraitfoto)

genutzte Quellen:
- J. Müller: Gustav Mützel. Eine biographische Skizze (Nachruf). In: Der Zoologische Garten. 34. Jg. (1893), November, S. 321–328.
- Hauffe, Klös: Der Tierillustrator Gustav Mützel. In: Bongo. Zoo-Report Berlin. 26. Jg. (1996), S. 29–46.
- Karl Ruß: Gustav Mützel (Nachruf). In: Die gefiederte Welt. 22. Jg. 1893, S. 494–495.";316679
